,Year,Week,Date,Need States,Dc Amount,Store Amt On Hand
580,2022,45,2022-11-07,Need State 5,394463.25,974316.75
581,2022,45,2022-11-07,Need State 6,1934905.5,2887088.25
582,2022,46,2022-11-14,Need State 1,3040413.0,4689693.75
583,2022,46,2022-11-14,Need State 2,1074644.25,3561352.5
584,2022,46,2022-11-14,Need State 3,1698433.5,4358831.25
585,2022,46,2022-11-14,Need State 4,928443.0,2069559.0
586,2022,46,2022-11-14,Need State 5,396126.75,955153.5
587,2022,46,2022-11-14,Need State 6,2851314.75,2827403.25
588,2022,47,2022-11-21,Need State 1,2987834.25,4711697.25
589,2022,47,2022-11-21,Need State 2,1167133.5,3458940.0
590,2022,47,2022-11-21,Need State 3,1679232.75,4304484.75
591,2022,47,2022-11-21,Need State 4,1058195.25,2025606.75
592,2022,47,2022-11-21,Need State 5,406467.0,952746.75
593,2022,47,2022-11-21,Need State 6,3103967.25,2958375.0
594,2022,48,2022-11-28,Need State 1,3661065.75,4780105.5
595,2022,48,2022-11-28,Need State 2,1260875.25,3466088.25
596,2022,48,2022-11-28,Need State 3,1726206.0,4247920.5
597,2022,48,2022-11-28,Need State 4,1134112.5,2100576.75
598,2022,48,2022-11-28,Need State 5,384168.0,935305.5
599,2022,48,2022-11-28,Need State 6,2974010.25,3147202.5
600,2022,49,2022-12-05,Need State 1,3625352.25,4795374.0
601,2022,49,2022-12-05,Need State 2,1102058.25,3331992.75
602,2022,49,2022-12-05,Need State 3,1645620.0,4218468.75
603,2022,49,2022-12-05,Need State 4,1003352.25,2067252.75
604,2022,49,2022-12-05,Need State 5,442544.25,922007.25
605,2022,49,2022-12-05,Need State 6,3165899.25,3272988.75
606,2022,50,2022-12-12,Need State 1,3471038.25,4865055.0
607,2022,50,2022-12-12,Need State 2,1209084.0,3287280.75
608,2022,50,2022-12-12,Need State 3,1750675.5,4267512.75
609,2022,50,2022-12-12,Need State 4,830849.25,2041471.5
610,2022,50,2022-12-12,Need State 5,407373.75,908010.0
611,2022,50,2022-12-12,Need State 6,2837478.0,3338643.0
612,2022,51,2022-12-19,Need State 1,3183523.5,5007082.5
613,2022,51,2022-12-19,Need State 2,1025874.0,3043881.75
614,2022,51,2022-12-19,Need State 3,1733886.0,4136390.25
615,2022,51,2022-12-19,Need State 4,827518.5,2099023.5
616,2022,51,2022-12-19,Need State 5,419194.5,900613.5
617,2022,51,2022-12-19,Need State 6,2421537.0,3229501.5
618,2022,52,2022-12-26,Need State 1,3028526.25,4985010.75
619,2022,52,2022-12-26,Need State 2,1076429.25,2886888.0
620,2022,52,2022-12-26,Need State 3,1668416.25,4010820.75
621,2022,52,2022-12-26,Need State 4,773016.0,2134194.0
622,2022,52,2022-12-26,Need State 5,434809.5,887407.5
623,2022,52,2022-12-26,Need State 6,2306871.0,3233525.25
624,2023,1,2023-01-02,Need State 1,2685176.25,4910420.25
625,2023,1,2023-01-02,Need State 2,1146417.0,2801016.75
626,2023,1,2023-01-02,Need State 3,1968624.0,4040217.75
627,2023,1,2023-01-02,Need State 4,904818.75,2166131.25
628,2023,1,2023-01-02,Need State 5,397647.0,871163.25
629,2023,1,2023-01-02,Need State 6,1933833.75,3069187.5
630,2023,2,2023-01-09,Need State 1,2561793.0,5006653.5
631,2023,2,2023-01-09,Need State 2,1058606.25,3000030.0
632,2023,2,2023-01-09,Need State 3,2008068.75,3970191.75
633,2023,2,2023-01-09,Need State 4,740275.5,2126724.75
634,2023,2,2023-01-09,Need State 5,397470.75,850779.75
635,2023,2,2023-01-09,Need State 6,2018610.0,3040745.25
636,2023,3,2023-01-16,Need State 1,2429256.0,5026343.25
637,2023,3,2023-01-16,Need State 2,1053596.25,2974675.5
638,2023,3,2023-01-16,Need State 3,1919332.5,3895132.5
639,2023,3,2023-01-16,Need State 4,848645.25,2109055.5
640,2023,3,2023-01-16,Need State 5,367659.0,847217.25
641,2023,3,2023-01-16,Need State 6,1839330.75,2930940.0
642,2023,4,2023-01-23,Need State 1,2412513.0,4955513.25
643,2023,4,2023-01-23,Need State 2,1078356.0,2832075.75
644,2023,4,2023-01-23,Need State 3,1830279.0,3760122.75
645,2023,4,2023-01-23,Need State 4,909053.25,1976418.75
646,2023,4,2023-01-23,Need State 5,449280.75,818187.0
647,2023,4,2023-01-23,Need State 6,1751251.5,2863371.0
648,2023,5,2023-01-30,Need State 1,2492638.5,4900383.75
649,2023,5,2023-01-30,Need State 2,1141356.75,2697529.5
650,2023,5,2023-01-30,Need State 3,1676644.5,3825588.75
651,2023,5,2023-01-30,Need State 4,842921.25,1948036.5
652,2023,5,2023-01-30,Need State 5,589465.5,802232.25
653,2023,5,2023-01-30,Need State 6,2009590.5,2746979.25
654,2023,6,2023-02-06,Need State 1,2230342.5,5088563.25
655,2023,6,2023-02-06,Need State 2,1097309.25,2796938.25
656,2023,6,2023-02-06,Need State 3,1651904.25,4093663.5
657,2023,6,2023-02-06,Need State 4,789990.0,2087362.5
658,2023,6,2023-02-06,Need State 5,909300.0,825597.0
659,2023,6,2023-02-06,Need State 6,2030033.25,2798814.0
660,2023,7,2023-02-13,Need State 1,2440125.75,5251161.75
661,2023,7,2023-02-13,Need State 2,1166010.0,2784809.25
662,2023,7,2023-02-13,Need State 3,1812268.5,4045340.25
663,2023,7,2023-02-13,Need State 4,896537.25,2217171.0
664,2023,7,2023-02-13,Need State 5,890652.0,847074.0
665,2023,7,2023-02-13,Need State 6,1815568.5,2821093.5
666,2023,8,2023-02-20,Need State 1,2501891.25,5243783.25
667,2023,8,2023-02-20,Need State 2,1150257.75,2768440.5
668,2023,8,2023-02-20,Need State 3,1771330.5,3939936.0
669,2023,8,2023-02-20,Need State 4,948733.5,2139426.0
670,2023,8,2023-02-20,Need State 5,692556.0,802491.75
671,2023,8,2023-02-20,Need State 6,1580766.75,2697485.25
672,2023,9,2023-02-27,Need State 1,3217599.75,5384493.75
673,2023,9,2023-02-27,Need State 2,973191.0,3038168.25
674,2023,9,2023-02-27,Need State 3,1758748.5,4254617.25
675,2023,9,2023-02-27,Need State 4,777046.5,2053258.5
676,2023,9,2023-02-27,Need State 5,694999.5,1054866.0
677,2023,9,2023-02-27,Need State 6,1548116.25,2876903.25
678,2023,10,2023-03-06,Need State 1,3518763.75,5390856.75
679,2023,10,2023-03-06,Need State 2,1151317.5,3083718.75
680,2023,10,2023-03-06,Need State 3,1657672.5,4260697.5
681,2023,10,2023-03-06,Need State 4,913407.0,2038203.75
682,2023,10,2023-03-06,Need State 5,1021075.5,1045353.0
683,2023,10,2023-03-06,Need State 6,2560869.0,2827509.0
684,2023,11,2023-03-13,Need State 1,3397206.0,5571762.0
685,2023,11,2023-03-13,Need State 2,1108060.5,2977509.0
686,2023,11,2023-03-13,Need State 3,1476519.0,4225311.0
687,2023,11,2023-03-13,Need State 4,838152.0,1970043.0
688,2023,11,2023-03-13,Need State 5,1064807.25,1064654.25
689,2023,11,2023-03-13,Need State 6,2658912.75,2931255.0
690,2023,12,2023-03-20,Need State 1,2698265.25,5648067.0
691,2023,12,2023-03-20,Need State 2,1129199.25,2981382.0
692,2023,12,2023-03-20,Need State 3,1425175.5,4231951.5
693,2023,12,2023-03-20,Need State 4,859779.0,1948406.25
694,2023,12,2023-03-20,Need State 5,2111475.75,1118236.5
695,2023,12,2023-03-20,Need State 6,2168091.75,3273117.0
696,2023,13,2023-03-27,Need State 1,3158437.5,6180496.5
697,2023,13,2023-03-27,Need State 2,1267627.5,2941261.5
698,2023,13,2023-03-27,Need State 3,1428066.75,4152274.5
699,2023,13,2023-03-27,Need State 4,822052.5,1962693.75
700,2023,13,2023-03-27,Need State 5,2072829.0,1645695.0
701,2023,13,2023-03-27,Need State 6,2234192.25,3660209.25
702,2023,14,2023-04-03,Need State 1,3855705.0,6094402.5
703,2023,14,2023-04-03,Need State 2,1291778.25,2901647.25
704,2023,14,2023-04-03,Need State 3,1456476.75,4103604.0
705,2023,14,2023-04-03,Need State 4,854073.0,1923116.25
706,2023,14,2023-04-03,Need State 5,2560203.75,1824270.0
707,2023,14,2023-04-03,Need State 6,2343484.5,3675897.75
708,2023,15,2023-04-10,Need State 1,5030837.25,6053844.75
709,2023,15,2023-04-10,Need State 2,1089825.0,3007368.0
710,2023,15,2023-04-10,Need State 3,1494264.0,4040763.75
711,2023,15,2023-04-10,Need State 4,881612.25,2040567.0
712,2023,15,2023-04-10,Need State 5,2159019.75,3129303.75
713,2023,15,2023-04-10,Need State 6,2573414.25,3649539.75
714,2023,16,2023-04-17,Need State 1,4238141.25,6152012.25
715,2023,16,2023-04-17,Need State 2,1045601.25,3201684.0
716,2023,16,2023-04-17,Need State 3,1431959.25,3990035.25
717,2023,16,2023-04-17,Need State 4,782655.75,1954765.5
718,2023,16,2023-04-17,Need State 5,2117635.5,3420489.75
719,2023,16,2023-04-17,Need State 6,2983295.25,3777342.0
720,2023,17,2023-04-24,Need State 1,3847645.5,6788016.75
721,2023,17,2023-04-24,Need State 2,933551.25,3304561.5
722,2023,17,2023-04-24,Need State 3,1569234.75,4029068.25
723,2023,17,2023-04-24,Need State 4,765595.5,1935546.75
724,2023,17,2023-04-24,Need State 5,2152863.75,3359925.0
725,2023,17,2023-04-24,Need State 6,2629606.5,3767298.0
726,2023,18,2023-05-01,Need State 1,3618423.0,6619290.0
727,2023,18,2023-05-01,Need State 2,1016901.0,3289032.75
728,2023,18,2023-05-01,Need State 3,1763937.75,4136326.5
729,2023,18,2023-05-01,Need State 4,890931.75,1913772.0
730,2023,18,2023-05-01,Need State 5,2732151.0,3216064.5
731,2023,18,2023-05-01,Need State 6,2783209.5,4032750.0
732,2023,19,2023-05-08,Need State 1,3430333.5,6432805.5
733,2023,19,2023-05-08,Need State 2,913278.75,3264470.25
734,2023,19,2023-05-08,Need State 3,1689355.5,4042740.0
735,2023,19,2023-05-08,Need State 4,785277.75,1879980.0
736,2023,19,2023-05-08,Need State 5,3832422.0,3197670.75
737,2023,19,2023-05-08,Need State 6,2710388.25,3939514.5
738,2023,20,2023-05-15,Need State 1,3674338.5,6110029.5
739,2023,20,2023-05-15,Need State 2,1048827.0,3289570.5
740,2023,20,2023-05-15,Need State 3,1359511.5,4089228.0
741,2023,20,2023-05-15,Need State 4,730473.75,1909666.5
742,2023,20,2023-05-15,Need State 5,3488066.25,2999379.0
743,2023,20,2023-05-15,Need State 6,2288479.5,3891006.75
744,2023,21,2023-05-22,Need State 1,3849968.25,5903399.25
745,2023,21,2023-05-22,Need State 2,910810.5,3201299.25
746,2023,21,2023-05-22,Need State 3,1303293.0,4389885.0
747,2023,21,2023-05-22,Need State 4,639576.75,1926390.0
748,2023,21,2023-05-22,Need State 5,2868719.25,2870152.5
749,2023,21,2023-05-22,Need State 6,1974603.75,3997932.75
750,2023,22,2023-05-29,Need State 1,3583233.75,5852058.75
751,2023,22,2023-05-29,Need State 2,1030058.25,3198989.25
752,2023,22,2023-05-29,Need State 3,1432830.75,4318233.75
753,2023,22,2023-05-29,Need State 4,688359.75,1881789.75
754,2023,22,2023-05-29,Need State 5,3174200.25,3235680.75
755,2023,22,2023-05-29,Need State 6,2111937.0,3787126.5
756,2023,23,2023-06-05,Need State 1,3596845.5,5992884.75
757,2023,23,2023-06-05,Need State 2,945119.25,3145630.5
758,2023,23,2023-06-05,Need State 3,1321146.0,4227395.25
759,2023,23,2023-06-05,Need State 4,702827.25,1871404.5
760,2023,23,2023-06-05,Need State 5,3005011.5,3053439.75
761,2023,23,2023-06-05,Need State 6,1786518.75,3656977.5
762,2023,24,2023-06-12,Need State 1,2982873.0,5929123.5
763,2023,24,2023-06-12,Need State 2,906209.25,3200705.25
764,2023,24,2023-06-12,Need State 3,1280101.5,4204266.0
765,2023,24,2023-06-12,Need State 4,797844.75,1874183.25
766,2023,24,2023-06-12,Need State 5,2925531.0,2989061.25
767,2023,24,2023-06-12,Need State 6,1386597.75,3607308.75
768,2023,25,2023-06-19,Need State 1,2719136.25,6273795.75
769,2023,25,2023-06-19,Need State 2,824258.25,3178018.5
770,2023,25,2023-06-19,Need State 3,1244274.0,4104301.5
771,2023,25,2023-06-19,Need State 4,534352.5,1920629.25
772,2023,25,2023-06-19,Need State 5,2823924.0,3015936.75
773,2023,25,2023-06-19,Need State 6,1949538.0,3740592.0
774,2023,26,2023-06-26,Need State 1,2796876.75,6259001.25
775,2023,26,2023-06-26,Need State 2,885282.75,3141670.5
776,2023,26,2023-06-26,Need State 3,1558986.0,4079300.25
777,2023,26,2023-06-26,Need State 4,717048.75,1901064.75
778,2023,26,2023-06-26,Need State 5,2585373.75,3000201.0
779,2023,26,2023-06-26,Need State 6,1763100.0,3776910.0
780,2023,27,2023-07-03,Need State 1,3023767.5,6118750.5
781,2023,27,2023-07-03,Need State 2,905992.5,3072729.75
782,2023,27,2023-07-03,Need State 3,1835859.75,4000703.25
783,2023,27,2023-07-03,Need State 4,674379.0,1827056.25
784,2023,27,2023-07-03,Need State 5,2379864.0,2928231.0
785,2023,27,2023-07-03,Need State 6,1697682.75,3707270.25
786,2023,28,2023-07-10,Need State 1,3168278.25,6047895.0
787,2023,28,2023-07-10,Need State 2,891232.5,3050556.0
788,2023,28,2023-07-10,Need State 3,1212879.0,4021671.75
789,2023,28,2023-07-10,Need State 4,676046.25,1811348.25
790,2023,28,2023-07-10,Need State 5,2156871.0,2591512.5
791,2023,28,2023-07-10,Need State 6,1617044.25,3627236.25
792,2023,29,2023-07-17,Need State 1,2650710.0,5961830.25
793,2023,29,2023-07-17,Need State 2,869301.75,3004700.25
794,2023,29,2023-07-17,Need State 3,1250692.5,4552430.25
795,2023,29,2023-07-17,Need State 4,689622.0,1833916.5
796,2023,29,2023-07-17,Need State 5,2092743.0,2560828.5
797,2023,29,2023-07-17,Need State 6,1132342.5,3702616.5
798,2023,30,2023-07-24,Need State 1,3139342.5,6084506.25
799,2023,30,2023-07-24,Need State 2,827696.25,3030429.0
800,2023,30,2023-07-24,Need State 3,1354209.0,4498290.0
801,2023,30,2023-07-24,Need State 4,697680.75,1801557.0
802,2023,30,2023-07-24,Need State 5,1943230.5,2424017.25
803,2023,30,2023-07-24,Need State 6,1141673.25,3720034.5
804,2023,31,2023-07-31,Need State 1,3175792.5,5911157.25
805,2023,31,2023-07-31,Need State 2,1013453.25,3099784.5
806,2023,31,2023-07-31,Need State 3,1551147.75,4378878.0
807,2023,31,2023-07-31,Need State 4,818582.25,1801709.25
808,2023,31,2023-07-31,Need State 5,1833880.5,2335992.0
809,2023,31,2023-07-31,Need State 6,924150.0,3634200.0
810,2023,32,2023-08-07,Need State 1,2821797.75,5842101.0
811,2023,32,2023-08-07,Need State 2,823203.0,3127488.75
812,2023,32,2023-08-07,Need State 3,1093608.0,4335534.0
813,2023,32,2023-08-07,Need State 4,686121.75,1771965.75
814,2023,32,2023-08-07,Need State 5,1731748.5,2165239.5
815,2023,32,2023-08-07,Need State 6,921566.25,3503353.5
816,2023,33,2023-08-14,Need State 1,2643208.5,6276078.0
817,2023,33,2023-08-14,Need State 2,811423.5,3365649.75
818,2023,33,2023-08-14,Need State 3,1091835.75,4851850.5
819,2023,33,2023-08-14,Need State 4,682984.5,1837731.75
820,2023,33,2023-08-14,Need State 5,1649125.5,2146356.75
821,2023,33,2023-08-14,Need State 6,913493.25,3508635.0
822,2023,34,2023-08-21,Need State 1,2648890.5,6414123.0
823,2023,34,2023-08-21,Need State 2,804647.25,3359758.5
824,2023,34,2023-08-21,Need State 3,1087815.75,4776393.0
825,2023,34,2023-08-21,Need State 4,753938.25,1993696.5
826,2023,34,2023-08-21,Need State 5,1592987.25,2009585.25
827,2023,34,2023-08-21,Need State 6,1167948.0,3622168.5
828,2023,35,2023-08-28,Need State 1,2479165.5,6547731.0
829,2023,35,2023-08-28,Need State 2,1156338.75,3317178.75
830,2023,35,2023-08-28,Need State 3,1306881.0,4692345.75
831,2023,35,2023-08-28,Need State 4,834726.75,1942001.25
832,2023,35,2023-08-28,Need State 5,1546667.25,1949164.5
833,2023,35,2023-08-28,Need State 6,1030852.5,3590436.75
834,2023,36,2023-09-04,Need State 1,2300062.5,6333866.25
835,2023,36,2023-09-04,Need State 2,1301664.75,3288483.0
836,2023,36,2023-09-04,Need State 3,1189347.75,4604033.25
837,2023,36,2023-09-04,Need State 4,751458.0,1954796.25
838,2023,36,2023-09-04,Need State 5,1517832.75,1905132.0
839,2023,36,2023-09-04,Need State 6,701696.25,3629950.5
840,2023,37,2023-09-11,Need State 1,2185227.0,6104029.5
841,2023,37,2023-09-11,Need State 2,1609150.5,3322784.25
842,2023,37,2023-09-11,Need State 3,1328611.5,4671575.25
843,2023,37,2023-09-11,Need State 4,755162.25,1997831.25
844,2023,37,2023-09-11,Need State 5,1501643.25,1794207.0
845,2023,37,2023-09-11,Need State 6,724006.5,3502062.75
846,2023,38,2023-09-18,Need State 1,2169018.0,6068694.0
847,2023,38,2023-09-18,Need State 2,2515116.75,3394207.5
848,2023,38,2023-09-18,Need State 3,1380191.25,4693923.75
849,2023,38,2023-09-18,Need State 4,817476.75,2023952.25
850,2023,38,2023-09-18,Need State 5,1476577.5,1657944.0
851,2023,38,2023-09-18,Need State 6,699891.0,3572568.75
852,2023,39,2023-09-25,Need State 1,2101831.5,5972203.5
853,2023,39,2023-09-25,Need State 2,2156817.0,3331006.5
854,2023,39,2023-09-25,Need State 3,1110234.75,4701059.25
855,2023,39,2023-09-25,Need State 4,750872.25,1918959.75
856,2023,39,2023-09-25,Need State 5,1426885.5,1442409.75
857,2023,39,2023-09-25,Need State 6,631127.25,3481461.0
858,2023,40,2023-10-02,Need State 1,2196104.25,5952818.25
859,2023,40,2023-10-02,Need State 2,995430.75,3338073.75
860,2023,40,2023-10-02,Need State 3,1053929.25,4648060.5
861,2023,40,2023-10-02,Need State 4,681066.0,1958751.0
862,2023,40,2023-10-02,Need State 5,1386183.75,1373699.25
863,2023,40,2023-10-02,Need State 6,787549.5,3506608.5
864,2023,41,2023-10-09,Need State 1,2191140.0,5903348.25
865,2023,41,2023-10-09,Need State 2,1084670.25,4117591.5
866,2023,41,2023-10-09,Need State 3,1180187.25,4954347.0
867,2023,41,2023-10-09,Need State 4,737967.0,1948076.25
868,2023,41,2023-10-09,Need State 5,1352883.75,1329480.75
869,2023,41,2023-10-09,Need State 6,756188.25,3502093.5
